731 1619213658 0,000000 0,000000 -101,000000 0,000000 0,000000
731 1619213659 0,000000 0,000000 -101,000000 0,000000 0,000000
731 1619213660 0,000000 0,000000 -101,000000 0,000000 0,000000
731 1619213661 0,000000 0,000000 -101,000000 0,000000 0,000000
731 1619213662 4,000000 0,200000 0,800000 0,800000 -20,200000
731 1619213663 4,000000 0,200000 1,600000 1,600000 -20,200000
731 1619213664 4,000000 0,200000 2,400000 2,400000 -20,200000
731 1619213665 4,000000 0,200000 3,200000 3,200000 -20,200000
731 1619213666 4,000000 0,200000 4,000000 4,000000 -20,200000
731 1619213667 0,500000 0,400000 4,200000 4,200000 -20,200000
731 1619213668 0,500000 0,400000 4,400000 4,400000 -20,200000
731 1619213669 0,500000 0,400000 4,600000 4,600000 -20,200000
731 1619213670 0,500000 0,400000 4,800000 4,800000 -20,200000
731 1619213671 0,500000 0,400000 5,000000 5,000000 -20,200000
731 1619213672 1,333333 0,600000 5,800000 5,800000 -20,200000
731 1619213673 1,333333 0,600000 6,600000 6,600000 -20,200000
731 1619213674 1,333333 0,600000 7,400000 7,400000 -20,200000
731 1619213675 1,333333 0,600000 8,200000 8,200000 -20,200000
731 1619213676 1,333333 0,600000 9,000000 9,000000 -20,200000
731 1619213677 -0,200000 1,000000 8,800000 8,800000 -20,200000
731 1619213678 -0,200000 1,000000 8,600000 8,600000 -20,200000
731 1619213679 -0,200000 1,000000 8,400000 8,400000 -20,200000
731 1619213680 -0,200000 1,000000 8,200000 8,200000 -20,200000
731 1619213681 -0,200000 1,000000 8,000000 8,000000 -20,200000
731 1619213682 0,285714 1,400000 8,400000 8,400000 -20,200000
731 1619213683 0,285714 1,400000 8,800000 8,800000 -20,200000
731 1619213684 0,285714 1,400000 9,200000 9,200000 -20,200000
731 1619213685 0,285714 1,400000 9,600000 9,600000 -20,200000
731 1619213686 0,285714 1,400000 10,000000 10,000000 -20,200000
731 1619213687 0,250000 1,600000 10,400000 10,400000 -20,200000
731 1619213688 0,250000 1,600000 10,800000 10,800000 -20,200000
731 1619213689 0,250000 1,600000 11,200000 11,200000 -20,200000
731 1619213690 0,250000 1,600000 11,600000 11,600000 -20,200000
731 1619213691 0,250000 1,600000 12,000000 12,000000 -20,200000
731 1619213692 0,444444 1,800000 12,800000 12,800000 -20,200000
731 1619213693 0,444444 1,800000 13,600000 13,600000 -20,200000
731 1619213694 0,444444 1,800000 14,400000 14,400000 -20,200000
731 1619213695 0,444444 1,800000 15,200000 15,200000 -20,200000
731 1619213696 0,444444 1,800000 16,000000 16,000000 -20,200000
731 1619213697 -0,250000 2,400000 15,400000 15,400000 -20,200000
731 1619213698 -0,250000 2,400000 14,800000 14,800000 -20,200000
731 1619213699 -0,250000 2,400000 14,200000 14,200000 -20,200000
731 1619213700 -0,250000 2,400000 13,600000 13,600000 -20,200000
731 1619213701 -0,250000 2,400000 13,000000 13,000000 -20,200000
731 1619213702 0,071429 2,800000 13,200000 13,200000 -20,200000
731 1619213703 0,071429 2,800000 13,400000 13,400000 -20,200000
731 1619213704 0,071429 2,800000 13,600000 13,600000 -20,200000
731 1619213705 0,071429 2,800000 13,800000 13,800000 -20,200000
731 1619213706 0,071429 2,800000 14,000000 14,000000 -20,200000
731 1619213707 0,133333 3,000000 14,400000 14,400000 -20,200000
731 1619213708 0,133333 3,000000 14,800000 14,800000 -20,200000
731 1619213709 0,133333 3,000000 15,200000 15,200000 -20,200000
731 1619213710 0,133333 3,000000 15,600000 15,600000 -20,200000
731 1619213711 0,133333 3,000000 16,000000 16,000000 -20,200000
731 1619213712 0,294118 3,400000 17,000000 17,000000 -20,200000
731 1619213713 0,294118 3,400000 18,000000 18,000000 -20,200000
731 1619213714 0,294118 3,400000 19,000000 19,000000 -20,200000
731 1619213715 0,294118 3,400000 20,000000 20,000000 -20,200000
731 1619213716 0,294118 3,400000 21,000000 21,000000 -20,200000
731 1619213717 -0,250000 4,000000 20,000000 20,000000 -20,200000
731 1619213718 -0,250000 4,000000 19,000000 19,000000 -20,200000
731 1619213719 -0,250000 4,000000 18,000000 18,000000 -20,200000
731 1619213720 -0,250000 4,000000 17,000000 17,000000 -20,200000
731 1619213721 -0,250000 4,000000 16,000000 16,000000 -20,200000
731 1619213722 0,190476 4,200000 16,800000 16,800000 -20,200000
731 1619213723 0,190476 4,200000 17,600000 17,600000 -20,200000
731 1619213724 0,190476 4,200000 18,400000 18,400000 -20,200000
731 1619213725 0,190476 4,200000 19,200000 19,200000 -20,200000
731 1619213726 0,190476 4,200000 20,000000 20,000000 -20,200000
731 1619213727 0,000000 4,200000 20,000000 20,000000 -20,200000
731 1619213728 0,000000 4,200000 20,000000 20,000000 -20,200000
731 1619213729 0,000000 4,200000 20,000000 20,000000 -20,200000
731 1619213730 0,000000 4,200000 20,000000 20,000000 -20,200000
731 1619213731 0,000000 4,200000 20,000000 20,000000 -20,200000
731 1619213732 0,125000 4,800000 20,600000 20,600000 -20,200000
731 1619213733 0,125000 4,800000 21,200000 21,200000 -20,200000
731 1619213734 0,125000 4,800000 21,800000 21,800000 -20,200000
731 1619213735 0,125000 4,800000 22,400000 22,400000 -20,200000
731 1619213736 0,125000 4,800000 23,000000 23,000000 -20,200000
731 1619213737 0,230769 5,200000 24,200000 24,200000 -20,200000
731 1619213738 0,230769 5,200000 25,400000 25,400000 -20,200000
731 1619213739 0,230769 5,200000 26,600000 26,600000 -20,200000
731 1619213740 0,230769 5,200000 27,800000 27,800000 -20,200000
731 1619213741 0,230769 5,200000 29,000000 29,000000 -20,200000
731 1619213742 0,148148 5,400000 29,800000 29,800000 -20,200000
731 1619213743 0,148148 5,400000 30,600000 30,600000 -20,200000
731 1619213744 0,148148 5,400000 31,400000 31,400000 -20,200000
731 1619213745 0,148148 5,400000 32,200000 32,200000 -20,200000
731 1619213746 0,148148 5,400000 33,000000 33,000000 -20,200000
731 1619213747 -0,103448 5,800000 32,400000 32,400000 -20,200000
731 1619213748 -0,103448 5,800000 31,800000 31,800000 -20,200000
731 1619213749 -0,103448 5,800000 31,200000 31,200000 -20,200000
731 1619213750 -0,103448 5,800000 30,600000 30,600000 -20,200000
731 1619213751 -0,103448 5,800000 30,000000 30,000000 -20,200000
731 1619213752 0,032258 6,200000 30,200000 30,200000 -20,200000
731 1619213753 0,032258 6,200000 30,400000 30,400000 -20,200000
731 1619213754 0,032258 6,200000 30,600000 30,600000 -20,200000
731 1619213755 0,032258 6,200000 30,800000 30,800000 -20,200000
731 1619213756 0,032258 6,200000 31,000000 31,000000 -20,200000
731 1619213757 0,060606 6,600000 31,400000 31,400000 -20,200000
731 1619213758 0,060606 6,600000 31,800000 31,800000 -20,200000
731 1619213759 0,060606 6,600000 32,200000 32,200000 -20,200000
731 1619213760 0,060606 6,600000 32,600000 32,600000 -20,200000
731 1619213761 0,060606 6,600000 33,000000 33,000000 -20,200000
731 1619213762 0,083333 7,200000 33,600000 33,600000 -20,200000
731 1619213763 0,083333 7,200000 34,200000 34,200000 -20,200000
731 1619213764 0,083333 7,200000 34,800000 34,800000 -20,200000
731 1619213765 0,083333 7,200000 35,400000 35,400000 -20,200000
731 1619213766 0,083333 7,200000 36,000000 36,000000 -20,200000
731 1619213767 -0,075000 8,000000 35,400000 35,400000 -20,200000
731 1619213768 -0,075000 8,000000 34,800000 34,800000 -20,200000
731 1619213769 -0,075000 8,000000 34,200000 34,200000 -20,200000
731 1619213770 -0,075000 8,000000 33,600000 33,600000 -20,200000
731 1619213771 -0,075000 8,000000 33,000000 33,000000 -20,200000
731 1619213772 0,000000 8,400000 33,000000 33,000000 -20,200000
731 1619213773 0,000000 8,400000 33,000000 33,000000 -20,200000
731 1619213774 0,000000 8,400000 33,000000 33,000000 -20,200000
731 1619213775 0,000000 8,400000 33,000000 33,000000 -20,200000
731 1619213776 0,000000 8,400000 33,000000 33,000000 -20,200000
731 1619213777 -0,046512 8,600000 32,600000 32,600000 -20,200000
731 1619213778 -0,046512 8,600000 32,200000 32,200000 -20,200000
731 1619213779 -0,046512 8,600000 31,800000 31,800000 -20,200000
731 1619213780 -0,046512 8,600000 31,400000 31,400000 -20,200000
731 1619213781 -0,046512 8,600000 31,000000 31,000000 -20,200000
731 1619213782 0,000000 9,200000 31,000000 31,000000 -20,200000
731 1619213783 0,000000 9,200000 31,000000 31,000000 -20,200000
731 1619213784 0,000000 9,200000 31,000000 31,000000 -20,200000
731 1619213785 0,000000 9,200000 31,000000 31,000000 -20,200000
731 1619213786 0,000000 9,200000 31,000000 31,000000 -20,200000
731 1619213787 0,041667 9,600000 31,400000 31,400000 -20,200000
731 1619213788 0,041667 9,600000 31,800000 31,800000 -20,200000
731 1619213789 0,041667 9,600000 32,200000 32,200000 -20,200000
731 1619213790 0,041667 9,600000 32,600000 32,600000 -20,200000
731 1619213791 0,041667 9,600000 33,000000 33,000000 -20,200000
731 1619213792 0,040816 9,800000 33,400000 33,400000 -20,200000
731 1619213793 0,040816 9,800000 33,800000 33,800000 -20,200000
731 1619213794 0,040816 9,800000 34,200000 34,200000 -20,200000
731 1619213795 0,040816 9,800000 34,600000 34,600000 -20,200000
731 1619213796 0,040816 9,800000 35,000000 35,000000 -20,200000
731 1619213797 0,000000 10,000000 35,000000 35,000000 -20,200000
731 1619213798 0,000000 10,000000 35,000000 35,000000 -20,200000
731 1619213799 0,000000 10,000000 35,000000 35,000000 -20,200000
731 1619213800 0,000000 10,000000 35,000000 35,000000 -20,200000
731 1619213801 0,000000 10,000000 35,000000 35,000000 -20,200000
731 1619213802 -0,057692 10,400000 34,400000 34,400000 -20,200000
731 1619213803 -0,057692 10,400000 33,800000 33,800000 -20,200000
731 1619213804 -0,057692 10,400000 33,200000 33,200000 -20,200000
731 1619213805 -0,057692 10,400000 32,600000 32,600000 -20,200000
731 1619213806 -0,057692 10,400000 32,000000 32,000000 -20,200000
731 1619213807 0,018519 10,800000 32,200000 32,200000 -20,200000
731 1619213808 0,018519 10,800000 32,400000 32,400000 -20,200000
731 1619213809 0,018519 10,800000 32,600000 32,600000 -20,200000
731 1619213810 0,018519 10,800000 32,800000 32,800000 -20,200000
731 1619213811 0,018519 10,800000 33,000000 33,000000 -20,200000
731 1619213812 0,071429 11,200000 33,800000 33,800000 -20,200000
731 1619213813 0,071429 11,200000 34,600000 34,600000 -20,200000
731 1619213814 0,071429 11,200000 35,400000 35,400000 -20,200000
731 1619213815 0,071429 11,200000 36,200000 36,200000 -20,200000
